word	isKnown
туманность	n
отпускник	n
трофей	n
обгореть	n
окантовка	n
сестричество	n
оранжевый	n
боевик	n
имитатор	n
переубедить	n
деканат	n
парагвайский	n
беспредел	n
давай-ка	n
подвергаться	n
житийный	n
шипик	n
разметить	n
забиваться	n
бракованный	n
подносить	n
верить	y
чертог	n
языческий	n
мелкозернистый	n
графика	n
заголовок	n
везде	n
оплести	n
подурнеть	n
рудимент	n
повестись	n
сдерживаться	n
ориентация	n
летун	n
скисать	n
заигрывать	n
апостол	n
бордовый	n
лаваш	n
прорывной	n
подъезд	n
набить	n
благожелательно	n
инсайт	n
ревнитель	n
вскормить	n
обувь	n
окантовать	n
сортимент	n
облегчиться	n
навек	n
вытечь	n
навес	n
прозрачный	n
навет	n
конституционность	n
брага	n
временно	n
сякой	n
подхват	n
огурчик	n
цивильный	n
разменивать	n
объективировать	n
мусаватист	n
усилить	n
санитарно-эпидемиологический	n
подскок	n
обрезаться	n
ночевать	n
косячок	n
больной	n
интересовать	n
слоник	n
квантово-механический	n
невдалеке	n
кольцовский	n
раздражение	n
возбудимый	n
погон	n
терпимо	n
вентилятор	n
хулить	n
похлопывание	n
малорослый	n
же	n
живость	n
почетно	n
уснуть	n
заговор	n
очковый	n
одалживать	n
кишиневский	n
движок	n
примкнуть	n
пустить	n
буфетный	n
комдив	n
пядь	n
фант	n
